provnum,msr_cd,msr_descr,avg_value,ownership,inhosp,adj_total,adj_rn
165281,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6.3,"Non profit - Corporation",NO,4.80299,0.99051
165282,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",5,"Non profit - Corporation",NO,3.97342,0.62913
165283,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",7,"Non profit - Corporation",NO,2.742,0.71279
165285,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3.8,"Non profit - Corporation",NO,3.06533,0.49825
165286,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",5.7,"For profit - Corporation",NO,3.24414,0.32817
165287,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.3,"Non profit - Corporation",NO,3.60155,0.57455
165290,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",5,"For profit - Corporation",NO,3.90018,0.82439
165291,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6.2,"Non profit - Corporation",NO,5.62683,0.9968
165292,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",2.8,"Non profit - Corporation",NO,3.09674,0.38074
165293,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",7.5,"Non profit - Corporation",NO,3.73754,0.41755
165294,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",1.5,"Non profit - Corporation",NO,3.36945,0.36863
165295,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.2,"Non profit - Corporation",NO,3.84556,0.92568
165296,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3.5,"For profit - Corporation",NO,4.49812,0.48288
165297,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",11.1,"For profit - Corporation",NO,3.61202,0.5112
165298,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",1.9,"Non profit - Corporation",NO,3.8937,0.54407
165299,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",5.5,"For profit - Corporation",NO,3.66133,0.39532
165300,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",2,"Non profit - Corporation",NO,3.08374,0.55692
165301,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.3,"Non profit - Other",NO,3.29451,0.5227
165302,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",1,"For profit - Partnership",NO,3.44366,0.47487
165303,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",7.5,"For profit - Corporation",NO,3.85854,0.61481
165304,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",11.4,"For profit - Corporation",NO,4.25149,0.74394
165305,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",5.1,"Non profit - Corporation",NO,3.14263,0.50415
165306,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",7.8,"For profit - Corporation",NO,3.41287,0.38498
165308,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",1.9,"Non profit - Corporation",NO,2.81086,0.46059
165309,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6.1,"For profit - Corporation",NO,4.56027,0.5752
165310,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3.8,"Non profit - Corporation",NO,3.68412,0.42881
165313,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3,"Non profit - Corporation",NO,3.06146,0.42709
165314,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3.1,"Non profit - Corporation",NO,3.45304,0.67058
165316,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.3,"Non profit - Corporation",NO,2.68512,0.37143
165318,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",5.3,"For profit - Corporation",NO,4.78779,0.95594
165320,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6.7,"For profit - Corporation",NO,3.81107,0.49574
165322,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",5,"Non profit - Corporation",NO,4.41935,0.88121
165324,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6.2,"For profit - Corporation",NO,1.77524,0.46949
165325,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.3,"For profit - Corporation",NO,3.93775,0.69562
165326,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",7.9,"For profit - Corporation",NO,3.8857,1.09229
165327,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",1.5,"For profit - Corporation",NO,3.8946,0.68495
165329,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",1.4,"Non profit - Corporation",NO,3.57309,0.70262
165330,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",1.5,"Non profit - Corporation",NO,3.39695,0.64588
165331,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",7.6,"For profit - Corporation",NO,4.00219,0.89592
165332,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.3,"For profit - Corporation",NO,6.6435,1.43621
165333,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",1.2,"For profit - Corporation",NO,3.62347,0.75417
165334,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",5.8,"For profit - Corporation",NO,3.78397,0.55943
165335,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",8.5,"Non profit - Corporation",NO,4.03672,0.75344
165337,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",2.7,"For profit - Corporation",NO,3.75206,0.73069
165338,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",15,"For profit - Corporation",NO,3.91089,0.65574
165339,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",1.3,"For profit - Corporation",NO,4.07074,0.57293
165340,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.1,"For profit - Corporation",NO,5.42202,0.5263
165341,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6.4,"For profit - Corporation",NO,4.18018,0.52517
165342,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",2.6,"For profit - Corporation",NO,4.34096,0.69192
165343,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",5.2,"For profit - Corporation",NO,4.2871,1.07033
165344,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.4,"For profit - Corporation",NO,3.52103,0.65159
165346,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",15.2,"For profit - Corporation",NO,4.88341,0.89239
165347,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3.1,"For profit - Corporation",NO,3.53296,0.63989
165349,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.6,"Non profit - Corporation",NO,3.42479,0.57798
165350,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6,"For profit - Corporation",NO,4.04968,0.64567
165351,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.9,"For profit - Corporation",NO,4.95499,0.49258
165352,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4,"For profit - Corporation",NO,3.79534,0.68076
165353,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",5.6,"For profit - Corporation",NO,3.96783,0.78027
165354,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3,"For profit - Corporation",NO,4.4828,0.7005
165357,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",5.5,"For profit - Corporation",NO,3.74495,0.50189
165359,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",5.6,"Non profit - Corporation",NO,2.9963,0.53182
165361,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",7.1,"For profit - Corporation",NO,3.41667,0.42058
165362,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3.9,"For profit - Corporation",NO,3.91924,0.73343
165363,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",1.4,"For profit - Corporation",NO,4.94518,0.75469
165364,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",10,"For profit - Corporation",NO,4.79531,0.82543
165365,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",16.9,"For profit - Corporation",NO,3.19957,0.54641
165366,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6.1,"For profit - Corporation",NO,3.74289,0.58447
165369,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",9.3,"For profit - Corporation",NO,4.17368,0.50382
165371,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3.1,"For profit - Corporation",NO,3.53728,0.42316
165372,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",5.8,"Non profit - Church related",NO,3.52746,0.80953
165373,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",1.9,"For profit - Corporation",NO,4.12772,0.38689
165374,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",10.8,"For profit - Corporation",NO,3.07704,0.37388
165375,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6.7,"For profit - Corporation",NO,3.03297,0.48192
165376,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",11.1,"For profit - Corporation",NO,3.21571,0.52604
165377,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",9,"For profit - Corporation",NO,3.07214,0.6044
165379,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",1.9,"For profit - Corporation",NO,3.02571,0.48165
165381,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6.1,"For profit - Partnership",NO,3.5139,0.32093
165382,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",2.4,"For profit - Corporation",NO,3.19345,0.40578
165383,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",8.6,"For profit - Corporation",NO,3.96671,0.62842
165384,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3.4,"Non profit - Corporation",NO,4.04095,0.46557
165385,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.9,"For profit - Corporation",NO,5.01394,0.3709
165387,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",8.1,"For profit - Corporation",NO,3.7143,0.67437
165389,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6.6,"Non profit - Corporation",NO,3.33862,0.55133
165390,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.5,"Non profit - Corporation",NO,3.97297,0.87259
165391,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",17.9,"Non profit - Corporation",NO,3.83939,0.98763
165394,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",1.5,"For profit - Corporation",NO,4.45724,0.56261
165395,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",7.7,"For profit - Individual",NO,3.85496,0.93493
165396,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",2.7,"Non profit - Corporation",NO,4.88661,0.71896
165398,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",1.8,"For profit - Corporation",NO,2.65626,0.53128
165399,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3.3,"For profit - Corporation",NO,3.48323,0.56009
165401,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",1.4,"Non profit - Corporation",NO,3.3074,0.34336
165402,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3.1,"For profit - Corporation",NO,4.00772,0.84773
165403,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.7,"For profit - Corporation",NO,4.40797,1.36293
165404,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",1.3,"Non profit - Corporation",NO,2.95936,0.41272
165406,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",2.9,"For profit - Corporation",NO,4.13111,0.85525
165408,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",5.9,"For profit - Corporation",NO,4.05274,0.88526
165411,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",1.7,"For profit - Corporation",NO,4.27276,0.45716
165413,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",7,"For profit - Corporation",NO,4.15393,0.55509
165416,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",10,"For profit - Corporation",NO,3.65102,0.64242
165418,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",2.9,"Non profit - Corporation",NO,3.64315,0.41004
165420,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",7.7,"For profit - Corporation",NO,4.27772,0.54202
165421,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6.8,"For profit - Corporation",NO,3.17216,0.61685
165422,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",14.5,"For profit - Individual",NO,2.83048,0.59121
165423,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",16,"For profit - Corporation",NO,3.14367,0.56934
165424,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",9.5,"For profit - Corporation",NO,4.22696,0.80475
165425,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",2,"For profit - Corporation",NO,3.57928,0.48439
165426,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",10,"For profit - Corporation",NO,3.12918,0.64867
165427,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6.7,"For profit - Corporation",NO,2.73364,0.41753
165428,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3.6,"For profit - Corporation",NO,2.70159,0.67894
165430,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",13.3,"For profit - Partnership",NO,2.68013,0.32443
165431,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.5,"Non profit - Corporation",NO,4.18451,1.03001
165432,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",7.7,"Non profit - Church related",NO,3.87691,0.55884
165434,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4,"For profit - Corporation",NO,4.17369,0.70309
165435,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",5.6,"For profit - Corporation",NO,4.35005,0.79527
165436,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3.7,"For profit - Corporation",NO,3.62921,0.4611
165437,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",2.3,"For profit - Corporation",NO,4.36763,0.54382
165439,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",12.5,"For profit - Corporation",NO,3.57724,0.75003
165440,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",8.7,"For profit - Corporation",NO,3.38033,0.82518
165441,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",2.7,"For profit - Corporation",NO,3.64768,0.46225
165442,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3.8,"Non profit - Corporation",NO,3.98613,0.50586
165443,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",7.6,"Non profit - Church related",NO,4.42829,0.47815
165444,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",1.3,"For profit - Corporation",NO,3.47066,0.92832
165446,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",5.4,"For profit - Corporation",NO,4.83561,0.40521
165447,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3,"For profit - Partnership",NO,3.63434,0.45138
165448,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",9,"Non profit - Corporation",NO,4.50081,0.52332
165449,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3.9,"For profit - Corporation",NO,3.9056,0.78959
165450,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",10.5,"For profit - Corporation",NO,3.88562,0.35744
165451,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",0.8,"For profit - Corporation",NO,3.56369,0.30579
165452,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.8,"Non profit - Corporation",NO,3.38108,0.40968
165453,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",2,"For profit - Partnership",NO,3.62912,0.70946
165455,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6.2,"For profit - Corporation",NO,3.59193,0.2854
165456,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",5.5,"For profit - Corporation",NO,3.7744,0.56668
165457,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",1.9,"For profit - Partnership",NO,4.23965,0.7513
165460,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",2.6,"For profit - Corporation",NO,2.94103,0.92009
165461,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",1.1,"For profit - Corporation",NO,3.21832,0.52945
165462,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",1.3,"For profit - Corporation",NO,3.03296,0.52217
165463,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",10.3,"For profit - Partnership",NO,3.27527,0.4481
165465,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",1.4,"Non profit - Corporation",NO,3.92949,0.62438
165466,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",2.7,"Non profit - Corporation",NO,5.08552,0.55864
165467,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",8.1,"For profit - Corporation",NO,4.59455,0.85664
165469,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",13,"For profit - Corporation",NO,4.3584,0.3869
165470,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",1.9,"Non profit - Corporation",NO,4.76461,1.00254
165471,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",0.9,"Non profit - Corporation",NO,4.54133,0.87463
165473,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.7,"For profit - Corporation",NO,5.52646,1.60052
165474,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.7,"For profit - Corporation",NO,3.34114,0.50126
165475,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6.5,"Non profit - Other",NO,3.46928,0.78379
165476,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3,"For profit - Corporation",NO,3.87502,0.71475
165478,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",2.9,"For profit - Corporation",NO,3.97816,0.80625
165479,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",5.9,"Non profit - Corporation",NO,5.68512,0.87285
165480,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",2.6,"Non profit - Corporation",NO,4.13065,0.76282
165482,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3.4,"Non profit - Church related",NO,4.73169,1.09518
165483,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.2,"Non profit - Corporation",NO,5.91167,1.23951
165484,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",0.9,"Non profit - Corporation",NO,4.04912,0.73914
165486,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",9.7,"Non profit - Corporation",NO,4.37447,0.85292
165487,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3.9,"Non profit - Corporation",NO,4.75357,1.12684
165488,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",8.9,"Non profit - Corporation",NO,3.69816,0.50101
165489,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",2.7,"For profit - Partnership",NO,3.96675,0.70224
165490,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",11.8,"For profit - Corporation",NO,3.74864,0.6099
165491,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",1.7,"Non profit - Corporation",NO,3.20606,0.41625
165492,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.5,"Non profit - Church related",NO,3.92615,0.57878
165494,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",2.9,"Non profit - Corporation",NO,4.22726,0.46733
165495,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",10.4,"For profit - Corporation",NO,4.13951,0.50689
165497,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.3,"For profit - Corporation",NO,2.34156,0.62856
165498,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6.6,"Non profit - Church related",NO,4.23956,0.47083
165499,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",8.6,"For profit - Corporation",NO,4.65861,0.79769
165500,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4,"Non profit - Corporation",NO,4.75786,0.55831
165501,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",2.3,"For profit - Corporation",NO,4.05418,0.5362
165503,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",2,"Non profit - Church related",NO,4.68684,0.61689
165504,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",8.7,"For profit - Partnership",NO,3.79059,0.73388
165505,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",30.8,"For profit - Individual",NO,3.57326,0.32516
165506,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3,"For profit - Corporation",NO,3.00764,0.60149
165508,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",2,"Non profit - Corporation",NO,3.94605,0.71078
165509,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3.5,"Non profit - Corporation",NO,3.96112,0.72386
165510,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",5.9,"Non profit - Church related",NO,4.62844,0.67748
165512,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",0.9,"Non profit - Corporation",NO,3.65608,0.7195
165513,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",1.9,"Non profit - Church related",NO,4.38044,0.59032
165514,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",2.9,"Non profit - Corporation",NO,4.93032,0.75038
165515,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",13.2,"For profit - Corporation",NO,3.4001,0.47426
165516,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",2.3,"For profit - Corporation",NO,3.98455,0.74687
165521,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",5.9,"For profit - Individual",NO,3.1435,0.41023
165522,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",7.4,"For profit - Corporation",NO,3.47123,0.68216
165523,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",5.8,"For profit - Corporation",NO,2.66882,0.24121
165524,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",1.4,"Non profit - Church related",NO,4.62326,0.4342
165525,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",2.9,"Non profit - Corporation",NO,5.13878,0.73937
165528,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.5,"For profit - Corporation",NO,3.47941,0.7961
165529,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.2,"Non profit - Corporation",NO,4.38958,0.77606
165530,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6.2,"Non profit - Corporation",NO,4.32683,0.27977
165531,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",2.3,"For profit - Corporation",NO,2.99856,0.35853
165532,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",1.9,"Non profit - Corporation",NO,4.25927,0.67217
165533,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",1,"For profit - Corporation",NO,3.58006,0.78309
165534,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6.8,"For profit - Corporation",NO,3.50176,0.86634
165535,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3.3,"For profit - Corporation",NO,4.74506,0.65559
165536,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",2.1,"Non profit - Corporation",NO,4.42466,0.52646
165537,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",7.6,"For profit - Corporation",NO,4.08573,0.67858
165538,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",2.9,"Government - City",NO,4.0874,0.76996
165539,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",9.2,"Non profit - Church related",NO,4.30717,0.73439
165540,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",7.9,"For profit - Corporation",NO,4.55713,1.18735
165542,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",12.8,"Non profit - Corporation",NO,4.34278,0.80459
165543,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3.7,"Non profit - Corporation",NO,4.19977,0.40153
165545,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6.3,"Non profit - Corporation",NO,3.74856,0.41891
165546,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6.9,"For profit - Corporation",NO,3.73636,0.31823
165547,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",5.1,"Non profit - Church related",NO,5.00378,0.64629
165549,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.8,"For profit - Corporation",NO,4.29346,0.73226
165552,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",5.7,"Non profit - Church related",NO,4.33762,0.60157
165553,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6.4,"Non profit - Corporation",NO,4.92367,0.71024
165554,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6.1,"For profit - Corporation",NO,5.09056,0.68532
165555,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",2.8,"For profit - Corporation",NO,2.96948,0.33859
165557,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",1.8,"Non profit - Corporation",NO,4.95953,1.11361
165559,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",1.4,"For profit - Corporation",NO,2.98131,0.57743
165561,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",5.8,"Non profit - Corporation",NO,4.40277,0.86748
165562,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3.2,"For profit - Corporation",NO,3.5703,0.59999
165566,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",2.6,"Non profit - Corporation",NO,4.99079,0.73286
165567,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6.6,"For profit - Corporation",NO,5.46107,0.86705
165568,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",8.3,"For profit - Corporation",NO,4.74337,0.54233
165569,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4.2,"For profit - Corporation",NO,6.18675,0.69902
165570,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",1.9,"For profit - Corporation",NO,2.76957,0.55645
165572,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",5.7,"For profit - Corporation",NO,4.67422,0.52476
165574,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",3.7,"Non profit - Corporation",NO,3.85637,0.41034
165575,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",2.9,"For profit - Corporation",NO,3.8886,0.84939
165576,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",9.5,"Non profit - Corporation",NO,4.47985,0.91858
165577,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",10,"For profit - Corporation",NO,4.3168,0.55992
165578,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",5.3,"For profit - Corporation",NO,3.76894,0.46108
165580,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",8.1,"For profit - Corporation",NO,3.59517,0.47441
165583,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",5.1,"For profit - Partnership",NO,4.1637,0.79969
165584,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",1.4,"Non profit - Church related",NO,4.57236,0.94046
165585,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",9.8,"For profit - Corporation",NO,4.16767,0.53003
165587,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",5.8,"For profit - Corporation",NO,3.3441,0.56822
165589,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",1,"For profit - Corporation",NO,3.08076,0.54887
165592,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",6.4,"For profit - Individual",NO,4.26426,0.77724
165593,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",18.2,"Non profit - Corporation",NO,6.15134,0.65016
165595,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",1.3,"Government - City",NO,3.56998,0.78938
165597,403,"Percent of High Risk Long Stay Residents With Pressure Ulcers",4,"Non profit - Corporation",NO,6.01239,1.06366
